TransactionID,Date,Hour,TransactionType,Amount,CardType,Location,Num_Transactions_Day,Account_Age_Years,Failed_Attempts,Distance_From_Home_km,Is_Fraud
TXN000996,2024-05-09,20,Bank Transfer,383.54,Credit,Domestic,1,4.8,0,9.64,0
TXN000997,2024-01-17,4,ATM Withdrawal,25.7,Debit,International,6,7.06,3,31.09,0
TXN000998,2024-05-02,5,Bank Transfer,315.48,Credit,Domestic,7,4.58,0,7.62,0
TXN000999,2024-06-19,14,Online Purchase,438.3,Credit,International,0,14.56,0,46.38,0
TXN001000,2024-07-15,22,POS Payment,280.31,Credit,Domestic,0,11.71,2,13.14,0
TXN001001,2024-07-20,15,Online Purchase,13.26,Credit,Domestic,1,14.5,0,45.12,0
TXN001002,2024-01-17,10,Bank Transfer,59.65,Debit,Domestic,1,5.66,0,146.51,0
TXN001003,2024-08-12,6,Online Purchase,114.68,Debit,Domestic,3,4.64,0,126.86,0
TXN001004,2024-02-23,5,ATM Withdrawal,76.54,Debit,Domestic,4,6.17,0,11.19,0
TXN001005,2024-12-06,11,ATM Withdrawal,831.87,Credit,Domestic,3,7.89,0,5.22,0
TXN001006,2024-06-12,3,ATM Withdrawal,273.6,Debit,Domestic,3,11.15,0,2.18,0
TXN001007,2024-07-25,13,Online Purchase,98.09,Credit,Domestic,2,13.23,0,88.16,0
TXN001008,2024-11-01,10,POS Payment,673.74,Credit,Domestic,5,7.0,0,14.34,0
TXN001009,2024-12-11,11,Online Purchase,347.34,Credit,Domestic,3,4.41,0,16.7,0
TXN001010,2024-12-07,1,Bank Transfer,93.73,Credit,Domestic,5,4.85,0,12.83,0
TXN001011,2024-08-02,10,POS Payment,129.06,Credit,Domestic,2,10.48,0,91.66,0
TXN001012,2024-01-26,12,Bank Transfer,65.61,Credit,International,2,8.56,0,192.93,0
TXN001013,2024-05-10,10,Bank Transfer,895.75,Debit,Domestic,1,7.35,0,70.36,0
TXN001014,2024-04-08,8,Bank Transfer,192.09,Debit,International,4,3.12,3,86.74,1
TXN001015,2024-02-02,20,ATM Withdrawal,575.98,Credit,Domestic,4,13.14,0,48.45,0
TXN001016,2024-03-01,15,POS Payment,116.35,Credit,International,2,11.74,0,37.62,0
TXN001017,2024-09-30,4,Online Purchase,503.04,Credit,Domestic,2,2.2,0,63.93,0
TXN001018,2024-10-26,11,Bank Transfer,23.85,Credit,Domestic,5,5.57,3,1.82,0
TXN001019,2024-12-24,2,Bank Transfer,1015.6,Credit,International,3,8.18,0,3.17,0
TXN001020,2024-04-27,15,ATM Withdrawal,617.7,Credit,Domestic,2,6.87,0,58.12,0
TXN001021,2024-02-23,18,Online Purchase,122.83,Debit,Domestic,4,6.03,0,20.4,0
TXN001022,2024-07-26,16,ATM Withdrawal,382.61,Debit,International,4,10.81,0,33.55,0
TXN001023,2024-01-23,10,POS Payment,358.84,Credit,Domestic,0,0.91,1,76.16,0
TXN001024,2024-10-11,20,International,588.8,Debit,Domestic,7,7.12,0,43.04,0
TXN001025,2024-08-17,18,ATM Withdrawal,101.77,Debit,Domestic,5,4.01,1,81.8,0
TXN001026,2024-02-13,17,Bank Transfer,166.62,Credit,Domestic,2,1.36,0,27.16,0
TXN001027,2024-04-06,8,International,510.62,Credit,International,2,7.03,0,16.94,0
TXN001028,2024-10-31,12,Online Purchase,386.92,Debit,Domestic,3,2.65,0,13.38,0
TXN001029,2024-06-12,5,Online Purchase,135.0,Debit,Domestic,5,3.95,1,7.06,0
TXN001030,2024-03-26,2,Bank Transfer,477.26,Credit,Domestic,2,7.65,0,1.87,0
TXN001031,2024-01-03,22,POS Payment,22.02,Debit,Domestic,2,14.61,0,2.73,0
TXN001032,2024-06-09,11,POS Payment,390.87,Credit,International,2,10.3,0,15.8,0
TXN001033,2024-12-07,8,ATM Withdrawal,67.91,Debit,Domestic,4,4.27,1,16.32,0
TXN001034,2024-08-30,8,Online Purchase,94.26,Credit,Domestic,7,5.8,0,24.05,0
TXN001035,2024-10-08,14,ATM Withdrawal,179.92,Credit,Domestic,3,6.15,0,44.78,0
TXN001036,2024-05-08,0,Online Purchase,159.34,Debit,International,4,2.39,0,71.21,1
TXN001037,2024-11-29,17,Online Purchase,193.79,Debit,Domestic,6,2.49,0,11.01,0
TXN001038,2024-01-22,14,POS Payment,206.74,Credit,Domestic,2,2.31,0,71.2,0
TXN001039,2024-12-09,7,Online Purchase,110.69,Credit,Domestic,4,7.87,0,7.48,0
TXN001040,2024-04-22,10,POS Payment,58.16,Credit,Domestic,0,10.15,1,224.12,0
TXN001041,2024-12-27,16,ATM Withdrawal,375.77,Credit,Domestic,2,8.9,0,16.78,0
TXN001042,2024-06-02,13,Bank Transfer,137.7,Credit,Domestic,3,14.67,0,90.8,0
TXN001043,2024-07-22,18,Online Purchase,186.22,Debit,International,3,1.98,0,10.56,0
TXN001044,2024-01-09,22,Online Purchase,268.7,Credit,International,6,14.8,0,150.43,0
TXN001045,2024-09-11,23,Online Purchase,610.98,Debit,Domestic,3,7.05,0,87.62,0
TXN001046,2024-07-16,4,International,317.37,Debit,Domestic,5,3.36,0,22.27,0
TXN001047,2024-04-27,1,POS Payment,21.63,Credit,Domestic,3,14.15,0,27.36,0
TXN001048,2024-11-18,14,ATM Withdrawal,465.91,Debit,Domestic,3,7.08,0,0.19,0
TXN001049,2024-09-26,18,Online Purchase,1145.67,Debit,Domestic,2,5.28,2,14.48,1
TXN001050,2024-02-23,15,International,169.89,Credit,Domestic,2,3.29,0,17.07,0
TXN001051,2024-01-22,12,Online Purchase,883.25,Debit,International,2,4.09,0,30.14,0
TXN001052,2024-01-17,6,Online Purchase,208.15,Debit,Domestic,2,14.69,0,7.49,0
TXN001053,2024-03-23,16,Bank Transfer,163.87,Debit,Domestic,6,4.63,0,32.58,0
TXN001054,2024-07-21,18,International,110.64,Credit,Domestic,3,14.67,0,55.2,0
TXN001055,2024-12-25,6,Online Purchase,277.91,Debit,Domestic,0,5.02,0,23.2,0
TXN001056,2024-03-23,11,Online Purchase,75.28,Credit,Domestic,3,3.55,0,13.21,0
TXN001057,2024-11-01,12,International,37.71,Debit,International,5,2.83,1,39.67,0
TXN001058,2024-02-08,12,Online Purchase,16.9,Debit,International,4,6.24,0,1.47,0
TXN001059,2024-08-31,13,Online Purchase,96.46,Credit,Domestic,3,3.63,0,20.84,0
TXN001060,2024-07-20,14,Bank Transfer,135.95,Credit,Domestic,0,10.48,0,37.5,0
TXN001061,2024-01-30,1,POS Payment,210.78,Credit,International,3,3.67,0,20.46,1
TXN001062,2024-02-08,5,ATM Withdrawal,96.59,Credit,Domestic,4,12.55,0,21.19,0
TXN001063,2024-06-24,8,International,1044.72,Debit,Domestic,4,12.53,0,94.29,0
TXN001064,2024-04-04,14,Bank Transfer,13109.67,Credit,Domestic,4,4.35,0,135.9,0
TXN001065,2024-06-26,19,Online Purchase,4333.77,Credit,Domestic,5,11.33,0,87.84,0
TXN001066,2024-01-28,15,International,37.25,Credit,Domestic,3,12.88,0,5.21,0
TXN001067,2024-12-08,1,ATM Withdrawal,85.49,Debit,Domestic,4,8.89,0,17.11,1
TXN001068,2024-09-08,2,Online Purchase,22.38,Credit,Domestic,2,5.56,0,62.12,0
TXN001069,2024-04-06,22,Bank Transfer,214.97,Debit,Domestic,3,6.67,0,183.24,0
TXN001070,2024-09-02,19,Online Purchase,357.64,Debit,Domestic,1,11.81,0,13.87,0
TXN001071,2024-05-16,22,Online Purchase,64.45,Debit,Domestic,3,4.47,0,114.24,0
TXN001072,2024-10-14,20,Online Purchase,124.68,Credit,Domestic,1,5.08,0,67.16,0
TXN001073,2024-03-18,7,ATM Withdrawal,14.19,Credit,Domestic,3,2.5,1,205.07,0
TXN001074,2024-07-06,7,POS Payment,467.4,Credit,Domestic,3,6.05,0,4.91,0
TXN001075,2024-12-19,20,Bank Transfer,388.49,Credit,Domestic,1,1.39,0,25.11,0
TXN001076,2024-05-06,6,International,26.34,Debit,Domestic,1,4.88,0,32.52,0
TXN001077,2024-02-10,10,Online Purchase,123.48,Credit,Domestic,6,5.66,0,55.75,0
TXN001078,2024-08-08,21,Online Purchase,786.87,Credit,Domestic,5,3.91,0,53.06,0
TXN001079,2024-03-26,12,Online Purchase,134.41,Debit,Domestic,2,1.61,0,118.41,0
TXN001080,2024-02-15,7,Online Purchase,196.75,Credit,Domestic,2,7.87,0,91.22,0
TXN001081,2024-11-19,8,Online Purchase,119.72,Credit,Domestic,2,12.99,0,2.85,0
TXN001082,2024-03-09,15,POS Payment,236.67,Credit,Domestic,3,5.1,0,33.33,0
TXN001083,2024-01-15,4,International,965.97,Debit,Domestic,4,3.63,0,26.13,1
TXN001084,2024-03-15,22,International,1508.12,Credit,Domestic,0,4.35,0,292.93,0
TXN001085,2024-06-22,13,Online Purchase,382.6,Debit,Domestic,4,12.94,0,27.87,0
TXN001086,2024-02-15,0,POS Payment,12116.34,Credit,Domestic,5,7.96,0,57.38,0
TXN001087,2024-12-17,23,Online Purchase,9772.09,Credit,International,2,2.05,0,16.73,0
TXN001088,2024-05-22,18,Online Purchase,13271.71,Debit,International,3,10.67,0,47.68,0
TXN001089,2024-05-28,16,POS Payment,1069.69,Debit,Domestic,2,2.4,0,11.57,0
TXN001090,2024-02-24,21,Bank Transfer,317.55,Debit,Domestic,1,1.0,0,46.27,0
TXN001091,2024-08-24,13,Online Purchase,158.97,Debit,International,2,3.91,0,101.32,0
TXN001092,2024-06-15,12,ATM Withdrawal,13.05,Credit,Domestic,3,2.6,0,0.97,0
TXN001093,2024-11-28,7,Online Purchase,193.74,Debit,Domestic,3,9.11,0,35.12,0
TXN001094,2024-08-29,2,Bank Transfer,1042.67,Debit,Domestic,4,7.32,2,201.91,0
TXN001095,2024-11-20,0,ATM Withdrawal,195.09,Debit,International,4,10.89,2,8.67,0
TXN001096,2024-11-03,18,International,60.35,Debit,Domestic,6,7.72,0,10.13,0
TXN001097,2024-02-15,14,Online Purchase,15.59,Credit,International,1,6.34,0,31.82,0
TXN001098,2024-09-29,20,ATM Withdrawal,119.51,Debit,Domestic,5,7.94,2,102.39,0
TXN001099,2024-10-12,7,ATM Withdrawal,635.96,Debit,International,5,6.57,0,41.36,0
TXN001100,2024-08-17,8,ATM Withdrawal,1427.64,Credit,International,3,0.65,0,35.54,1
TXN001101,2024-04-28,12,Online Purchase,736.78,Credit,International,6,10.24,0,4.54,0
TXN001102,2024-10-25,11,Bank Transfer,336.8,Debit,Domestic,7,14.44,0,163.49,0
TXN001103,2024-11-02,8,POS Payment,214.19,Credit,International,4,6.39,0,21.32,0
TXN001104,2024-09-14,19,International,233.32,Debit,International,3,6.41,0,14.5,0
TXN001105,2024-10-23,23,POS Payment,203.58,Credit,Domestic,5,0.78,0,26.53,0
TXN001106,2024-08-08,10,POS Payment,316.94,Debit,Domestic,3,13.37,0,26.74,0
TXN001107,2024-09-25,4,Bank Transfer,145.7,Credit,Domestic,6,13.94,0,30.67,0
TXN001108,2024-09-17,18,POS Payment,286.56,Credit,Domestic,1,12.22,0,58.32,0
TXN001109,2024-03-23,20,Online Purchase,3511.09,Debit,Domestic,1,1.68,2,101.23,0
TXN001110,2024-09-29,17,ATM Withdrawal,87.21,Debit,Domestic,2,13.51,0,2.95,0
TXN001111,2024-07-16,10,Online Purchase,461.98,Credit,Domestic,3,0.46,0,33.74,0
TXN001112,2024-10-29,10,ATM Withdrawal,595.2,Credit,Domestic,4,6.72,0,26.72,0
TXN001113,2024-12-10,5,Online Purchase,203.59,Debit,Domestic,3,7.56,0,0.55,0
TXN001114,2024-08-12,0,International,18.04,Debit,Domestic,4,12.53,0,84.77,0
TXN001115,2024-01-26,21,Online Purchase,664.23,Debit,International,2,11.29,0,5.51,0
TXN001116,2024-02-09,20,Online Purchase,312.72,Debit,Domestic,0,11.98,0,6.09,0
TXN001117,2024-01-04,8,ATM Withdrawal,143.62,Credit,International,2,13.03,0,2.48,0
TXN001118,2024-05-12,6,Online Purchase,238.06,Debit,Domestic,3,7.19,0,11.18,0
TXN001119,2024-10-05,5,Online Purchase,150.43,Debit,Domestic,2,11.73,1,9.73,0
TXN001120,2024-10-17,22,Online Purchase,166.53,Credit,Domestic,3,1.11,0,21.38,0
TXN001121,2024-12-30,9,ATM Withdrawal,554.67,Credit,Domestic,3,6.72,0,53.83,0
TXN001122,2024-10-29,4,ATM Withdrawal,53.91,Debit,Domestic,4,0.55,0,2.79,0
TXN001123,2024-05-26,0,POS Payment,37.36,Debit,Domestic,0,13.74,3,98.4,0
TXN001124,2024-01-31,14,Bank Transfer,10.68,Debit,Domestic,3,14.38,0,19.77,0
TXN001125,2024-02-08,4,ATM Withdrawal,104.22,Debit,International,4,1.35,3,46.65,0
TXN001126,2024-10-30,19,Online Purchase,11679.48,Credit,Domestic,3,8.04,0,0.6,0
TXN001127,2024-03-28,5,Online Purchase,72.11,Debit,Domestic,4,4.94,0,22.77,0
TXN001128,2024-05-18,4,POS Payment,12.83,Debit,International,4,5.2,2,0.1,0
TXN001129,2024-12-12,16,Online Purchase,74.43,Credit,International,1,6.82,0,9.04,0
TXN001130,2024-06-08,17,Online Purchase,111.13,Credit,International,2,1.96,0,29.7,0
TXN001131,2024-04-28,3,POS Payment,18.02,Debit,International,2,2.79,0,38.3,0
TXN001132,2024-04-28,23,ATM Withdrawal,244.06,Debit,Domestic,2,8.7,0,8.3,0
TXN001133,2024-01-09,20,Online Purchase,220.3,Credit,International,4,0.38,0,68.37,0
TXN001134,2024-10-29,22,Online Purchase,35.52,Credit,International,1,9.04,0,10.47,0
TXN001135,2024-03-12,1,International,235.97,Credit,Domestic,4,4.85,1,6.16,0
TXN001136,2024-06-28,7,POS Payment,1662.64,Credit,Domestic,0,12.5,0,20.28,0
TXN001137,2024-07-25,4,Bank Transfer,732.7,Credit,Domestic,5,9.04,0,40.08,0
TXN001138,2024-10-03,3,ATM Withdrawal,10.67,Debit,Domestic,4,10.65,1,225.05,0
TXN001139,2024-08-13,21,ATM Withdrawal,406.65,Debit,Domestic,3,1.8,0,27.13,0
TXN001140,2024-01-02,13,International,119.09,Debit,Domestic,0,4.06,0,27.76,0
TXN001141,2024-03-02,3,International,26.44,Credit,Domestic,2,14.95,0,3.06,0
TXN001142,2024-01-29,7,Online Purchase,97.74,Debit,Domestic,0,6.56,0,72.58,0
TXN001143,2024-08-05,2,POS Payment,107.05,Debit,Domestic,2,5.45,0,10.03,0
TXN001144,2024-04-06,13,Online Purchase,195.19,Credit,Domestic,4,13.12,2,68.29,0
TXN001145,2024-04-03,17,Online Purchase,280.5,Credit,Domestic,2,0.59,0,120.74,0
TXN001146,2024-08-30,22,Bank Transfer,355.63,Debit,Domestic,3,8.07,0,73.1,0
TXN001147,2024-01-03,11,ATM Withdrawal,9599.97,Debit,Domestic,1,3.23,2,51.42,0
TXN001148,2024-07-17,14,International,107.07,Debit,Domestic,2,5.59,0,46.31,0
TXN001149,2024-11-09,19,Online Purchase,102.18,Credit,Domestic,2,3.08,0,30.22,0
TXN001150,2024-08-12,19,ATM Withdrawal,122.64,Debit,Domestic,2,0.66,0,7.81,0
TXN001151,2024-12-21,8,International,2003.94,Credit,Domestic,1,6.31,0,75.44,0
TXN001152,2024-10-25,1,International,386.21,Debit,Domestic,2,11.86,2,32.44,0
TXN001153,2024-03-12,0,Online Purchase,932.12,Debit,Domestic,4,14.28,0,49.13,0
TXN001154,2024-05-22,14,ATM Withdrawal,305.32,Credit,Domestic,4,9.4,1,23.42,0
TXN001155,2024-09-11,22,Bank Transfer,140.33,Credit,Domestic,4,5.89,3,11.2,0
TXN001156,2024-02-29,14,Online Purchase,133.47,Credit,International,5,11.57,0,82.13,0
TXN001157,2024-01-17,7,International,177.64,Credit,Domestic,2,7.63,1,20.96,0
TXN001158,2024-09-12,2,International,13875.21,Credit,International,1,5.58,0,100.75,1
TXN001159,2024-07-21,1,Online Purchase,450.54,Debit,Domestic,4,2.77,3,168.67,0
TXN001160,2024-11-28,3,Online Purchase,166.37,Debit,Domestic,2,11.96,0,88.59,0
TXN001161,2024-03-20,17,Online Purchase,97.61,Debit,International,3,7.56,0,6.86,0
TXN001162,2024-01-08,11,International,382.76,Debit,Domestic,0,14.46,0,96.55,0
TXN001163,2024-03-01,17,Online Purchase,491.76,Debit,International,2,12.05,0,36.63,0
TXN001164,2024-06-02,20,ATM Withdrawal,146.37,Debit,Domestic,3,6.36,0,13.81,0
TXN001165,2024-07-09,9,ATM Withdrawal,285.51,Credit,International,1,11.14,0,4.89,1
TXN001166,2024-09-01,20,Bank Transfer,25.15,Debit,Domestic,0,6.86,0,16.32,0
TXN001167,2024-08-01,7,Online Purchase,198.47,Credit,International,3,1.29,0,7.39,0
TXN001168,2024-08-04,17,Online Purchase,21.51,Credit,Domestic,6,7.8,0,1.3,0
TXN001169,2024-08-27,16,International,17.41,Debit,Domestic,3,13.0,0,220.17,0
TXN001170,2024-11-27,18,International,247.28,Credit,International,5,12.85,0,89.05,0
TXN001171,2024-08-03,5,POS Payment,100.36,Debit,Domestic,4,8.67,0,67.15,0
TXN001172,2024-10-13,13,Online Purchase,349.22,Credit,Domestic,2,5.76,0,10.72,0
TXN001173,2024-05-27,4,Online Purchase,576.04,Credit,International,5,0.25,0,1.41,0
TXN001174,2024-04-09,7,Bank Transfer,47.53,Debit,Domestic,1,4.74,0,33.2,0
TXN001175,2024-09-25,7,Online Purchase,332.31,Credit,Domestic,1,14.85,0,67.68,0
TXN001176,2024-07-23,17,International,190.65,Credit,Domestic,5,10.92,1,164.62,0
TXN001177,2024-04-11,8,Bank Transfer,39.73,Credit,Domestic,3,10.79,0,92.86,0
TXN001178,2024-05-15,13,Online Purchase,273.6,Debit,Domestic,2,11.44,2,111.98,0
TXN001179,2024-04-17,13,International,6745.1,Credit,Domestic,1,9.34,0,13.63,0
TXN001180,2024-02-01,19,International,191.23,Credit,Domestic,5,8.83,0,8.44,0
TXN001181,2024-05-24,13,Online Purchase,662.52,Debit,Domestic,4,6.86,3,14.24,1
TXN001182,2024-04-06,16,ATM Withdrawal,194.06,Debit,Domestic,3,6.71,0,7.46,0
TXN001183,2024-02-21,1,Online Purchase,1174.51,Debit,Domestic,0,13.08,0,80.09,0
TXN001184,2024-02-09,13,ATM Withdrawal,187.94,Credit,Domestic,1,5.96,1,116.67,0
TXN001185,2024-03-10,21,Online Purchase,6565.06,Debit,Domestic,2,12.62,0,18.36,0
TXN001186,2024-04-25,20,Bank Transfer,168.94,Debit,Domestic,9,12.58,0,104.75,0
TXN001187,2024-10-16,11,International,60.32,Credit,Domestic,1,11.59,0,2.83,0
TXN001188,2024-12-25,22,ATM Withdrawal,237.29,Credit,Domestic,2,0.66,0,56.56,0
TXN001189,2024-08-19,15,Online Purchase,305.33,Debit,International,3,2.3,0,37.49,0
TXN001190,2024-05-09,21,Bank Transfer,167.98,Debit,Domestic,4,4.79,0,16.2,0
TXN001191,2024-04-20,5,Online Purchase,35.7,Debit,International,1,12.73,1,73.09,0
TXN001192,2024-12-21,17,POS Payment,168.08,Debit,Domestic,2,13.11,0,11.92,0
TXN001193,2024-02-19,6,ATM Withdrawal,31.24,Debit,Domestic,3,0.72,0,26.91,0
TXN001194,2024-10-09,1,Online Purchase,296.53,Credit,Domestic,3,4.94,0,61.87,0
TXN001195,2024-08-11,12,Online Purchase,400.6,Credit,International,6,12.77,0,20.64,0
TXN001196,2024-04-27,22,POS Payment,830.06,Debit,Domestic,5,3.82,0,96.68,0
TXN001197,2024-08-26,7,Online Purchase,50.28,Credit,Domestic,3,14.64,0,100.28,0
TXN001198,2024-05-18,11,POS Payment,200.05,Credit,Domestic,1,7.39,1,11.32,0
TXN001199,2024-03-13,0,Online Purchase,219.56,Debit,Domestic,2,14.07,2,29.03,0
TXN001200,2024-03-21,8,Online Purchase,649.29,Credit,Domestic,2,6.49,0,28.28,0
TXN001201,2024-03-07,7,ATM Withdrawal,10092.0,Credit,Domestic,2,4.92,2,26.39,1
TXN001202,2024-11-02,8,International,49.31,Debit,Domestic,2,5.5,0,34.85,0
TXN001203,2024-04-28,4,International,153.33,Debit,International,6,13.28,1,3.86,0
TXN001204,2024-02-24,12,Online Purchase,275.88,Credit,Domestic,4,5.03,0,102.03,0
TXN001205,2024-12-24,13,ATM Withdrawal,311.23,Debit,International,3,10.07,0,17.12,0
TXN001206,2024-05-29,3,Online Purchase,507.08,Debit,International,2,7.1,0,0.09,1
TXN001207,2024-05-27,16,ATM Withdrawal,59.77,Credit,International,1,14.13,0,57.78,0
TXN001208,2024-05-31,8,ATM Withdrawal,766.77,Credit,International,1,2.47,0,52.56,0
TXN001209,2024-07-28,19,International,25.24,Credit,International,4,6.49,0,204.21,0
TXN001210,2024-06-26,14,International,1040.1,Debit,Domestic,5,1.96,0,63.51,0
TXN001211,2024-09-16,19,ATM Withdrawal,497.57,Credit,Domestic,4,8.71,0,20.23,0
TXN001212,2024-05-27,3,ATM Withdrawal,279.9,Debit,Domestic,1,6.1,0,152.48,0
TXN001213,2024-10-02,1,POS Payment,342.0,Debit,Domestic,4,1.01,1,22.73,0
TXN001214,2024-07-04,12,POS Payment,28.87,Credit,Domestic,2,12.76,1,86.09,0
TXN001215,2024-01-20,3,Online Purchase,20.59,Credit,Domestic,4,5.7,0,20.45,0
TXN001216,2024-08-30,17,Online Purchase,36.83,Credit,Domestic,1,7.46,3,2.5,0
TXN001217,2024-12-09,23,ATM Withdrawal,32.85,Credit,International,2,6.17,0,66.17,0
TXN001218,2024-09-01,15,Online Purchase,208.18,Debit,Domestic,4,7.38,0,21.56,0
TXN001219,2024-09-03,22,Online Purchase,70.66,Debit,Domestic,1,0.34,0,20.69,0
TXN001220,2024-10-29,9,Online Purchase,501.9,Credit,Domestic,3,12.25,3,62.91,0
TXN001221,2024-04-07,1,Bank Transfer,157.53,Credit,Domestic,3,5.05,0,19.43,0
TXN001222,2024-05-21,13,Online Purchase,307.28,Credit,International,7,10.89,0,6.28,0
TXN001223,2024-03-09,1,Online Purchase,274.52,Debit,Domestic,4,1.07,0,25.92,0
TXN001224,2024-04-13,17,Online Purchase,106.36,Debit,Domestic,3,7.9,0,86.82,0
TXN001225,2024-07-26,0,POS Payment,79.65,Debit,Domestic,1,13.64,2,6.97,0
TXN001226,2024-01-08,12,POS Payment,114.81,Credit,Domestic,3,6.03,0,40.43,0
TXN001227,2024-01-04,5,ATM Withdrawal,3455.4,Credit,Domestic,2,3.04,0,7.09,0
TXN001228,2024-08-16,21,ATM Withdrawal,230.64,Credit,Domestic,3,1.58,0,2.52,0
TXN001229,2024-05-21,16,International,83.1,Debit,Domestic,3,12.9,0,23.8,0
TXN001230,2024-12-23,16,Online Purchase,435.73,Debit,Domestic,2,3.66,0,53.63,0
TXN001231,2024-09-19,21,Online Purchase,24.08,Debit,International,5,14.63,0,16.08,0
TXN001232,2024-02-21,10,Online Purchase,310.31,Debit,Domestic,3,3.79,2,29.51,0
TXN001233,2024-08-15,5,Online Purchase,154.55,Credit,Domestic,0,7.27,0,33.8,0
TXN001234,2024-06-10,19,ATM Withdrawal,338.53,Credit,Domestic,2,6.92,1,92.03,0
TXN001235,2024-09-13,2,International,665.91,Credit,Domestic,2,1.02,0,85.46,0
TXN001236,2024-05-22,13,Bank Transfer,356.61,Credit,International,1,8.02,0,0.12,0
TXN001237,2024-12-28,5,ATM Withdrawal,155.83,Credit,Domestic,3,10.12,0,26.71,0
TXN001238,2024-08-07,16,International,50.92,Credit,International,7,11.16,0,53.37,0
TXN001239,2024-12-08,2,Online Purchase,420.43,Debit,Domestic,1,7.89,0,95.66,0
TXN001240,2024-11-19,16,Online Purchase,164.37,Debit,International,6,12.21,0,2.51,0
TXN001241,2024-01-16,18,Bank Transfer,29.57,Debit,Domestic,6,11.31,0,49.48,0
TXN001242,2024-12-27,17,Bank Transfer,327.4,Credit,Domestic,3,2.99,0,92.26,0
TXN001243,2024-01-05,4,Online Purchase,96.28,Credit,Domestic,2,6.08,0,14.72,0
TXN001244,2024-03-30,14,ATM Withdrawal,5003.73,Debit,Domestic,1,2.22,0,11.49,0
TXN001245,2024-07-28,2,Bank Transfer,6208.05,Debit,Domestic,5,2.09,0,31.54,0
TXN001246,2024-10-19,22,Bank Transfer,174.98,Debit,Domestic,3,10.71,0,164.28,0
TXN001247,2024-08-19,7,Bank Transfer,92.46,Debit,International,1,8.0,0,59.03,0
TXN001248,2024-06-11,6,Online Purchase,325.04,Debit,Domestic,3,9.05,0,27.62,0
TXN001249,2024-05-06,17,Online Purchase,552.68,Credit,Domestic,3,11.01,0,1.05,0
TXN001250,2024-02-16,9,ATM Withdrawal,10.08,Credit,International,6,4.23,0,40.68,0
TXN001251,2024-04-05,22,Online Purchase,301.07,Credit,Domestic,3,6.08,2,21.45,0
TXN001252,2024-08-14,9,International,374.19,Debit,International,3,9.14,0,10.27,0
TXN001253,2024-03-01,18,ATM Withdrawal,68.91,Credit,Domestic,1,1.54,0,34.67,0
TXN001254,2024-08-04,22,Online Purchase,178.15,Debit,Domestic,1,12.51,0,20.88,0
TXN001255,2024-08-07,0,POS Payment,33.38,Debit,Domestic,2,5.22,0,1.97,0
TXN001256,2024-03-01,1,ATM Withdrawal,353.34,Credit,International,6,9.92,0,64.64,0
TXN001257,2024-12-29,0,Online Purchase,480.08,Debit,International,5,14.93,0,65.95,0
TXN001258,2024-10-20,8,POS Payment,38.62,Credit,International,1,7.18,0,48.23,0
TXN001259,2024-04-28,14,POS Payment,433.83,Debit,Domestic,2,3.3,0,91.89,1
TXN001260,2024-03-05,17,Bank Transfer,379.13,Debit,International,2,3.32,1,11.36,1
TXN001261,2024-02-28,17,Online Purchase,116.51,Credit,Domestic,2,1.0,0,16.86,0
TXN001262,2024-08-08,21,Bank Transfer,303.03,Credit,Domestic,3,11.53,0,30.68,0
TXN001263,2024-05-16,6,POS Payment,10.01,Credit,International,2,4.47,0,3.1,0
TXN001264,2024-04-05,13,Online Purchase,681.32,Debit,Domestic,1,2.67,0,107.51,0
TXN001265,2024-06-05,17,Online Purchase,209.84,Credit,Domestic,5,10.73,0,33.73,0
TXN001266,2024-12-10,19,POS Payment,252.12,Debit,Domestic,2,4.71,0,19.63,0
TXN001267,2024-04-30,18,Online Purchase,283.15,Credit,Domestic,3,9.05,0,32.5,0
TXN001268,2024-06-30,4,POS Payment,216.02,Debit,Domestic,0,6.33,0,19.66,0
TXN001269,2024-07-28,8,ATM Withdrawal,495.82,Debit,Domestic,3,5.08,3,16.86,0
TXN001270,2024-05-24,17,ATM Withdrawal,10723.7,Debit,International,5,7.39,0,29.71,1
TXN001271,2024-10-02,12,Online Purchase,605.84,Credit,Domestic,2,4.78,0,32.88,0
TXN001272,2024-11-28,4,POS Payment,228.27,Debit,Domestic,5,13.07,3,28.4,0
TXN001273,2024-05-25,23,ATM Withdrawal,56.92,Credit,Domestic,7,1.19,3,39.7,0
TXN001274,2024-11-28,21,ATM Withdrawal,622.08,Credit,International,2,0.55,0,76.48,0
TXN001275,2024-09-05,19,Bank Transfer,296.13,Credit,Domestic,6,6.16,0,2.95,0
TXN001276,2024-02-02,14,Bank Transfer,310.36,Credit,Domestic,4,2.68,0,83.44,0
TXN001277,2024-06-04,23,International,1068.09,Debit,Domestic,4,11.18,0,12.97,0
TXN001278,2024-03-24,18,ATM Withdrawal,29.54,Credit,Domestic,1,5.37,0,14.52,0
TXN001279,2024-07-22,19,ATM Withdrawal,149.91,Debit,Domestic,4,4.0,0,45.75,0
TXN001280,2024-10-19,10,International,78.31,Credit,Domestic,2,5.45,0,185.8,0
TXN001281,2024-09-17,8,Bank Transfer,258.85,Credit,Domestic,8,3.37,0,0.88,0
TXN001282,2024-02-17,20,Online Purchase,421.02,Credit,International,3,4.56,1,55.91,0
TXN001283,2024-09-24,21,Online Purchase,857.64,Credit,Domestic,5,8.56,0,59.68,0
